"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"10/03/2006","9.240,0","9.310,0","9.340,0","9.225,0","","-0,75%"
"09/03/2006","9.310,0","9.335,0","9.405,0","9.305,0","","-0,08%"
"08/03/2006","9.317,0","9.265,0","9.365,0","9.255,0","","0,72%"
"07/03/2006","9.250,0","9.190,0","9.265,0","9.185,0","","0,69%"
"06/03/2006","9.187,0","9.200,0","9.225,0","9.185,0","","0,02%"
"03/03/2006","9.185,0","9.195,0","9.213,0","9.185,0","","0,00%"
"02/03/2006","9.185,0","9.185,0","9.220,0","9.170,0","","0,11%"
"01/03/2006","9.175,0","9.155,0","9.195,0","9.155,0","","-0,08%"
"28/02/2006","9.182,5","9.230,5","9.238,5","9.175,5","","-0,57%"
"27/02/2006","9.235,0","9.270,0","9.277,0","9.225,0","","-0,62%"
"24/02/2006","9.292,5","9.257,5","9.312,5","9.237,5","","0,30%"
"23/02/2006","9.265,0","9.357,0","9.360,0","9.260,0","","-0,96%"
"22/02/2006","9.355,0","9.280,0","9.360,0","9.260,0","","1,00%"
"21/02/2006","9.262,5","9.232,5","9.297,5","9.222,5","","0,34%"
"20/02/2006","9.231,0","9.240,0","9.240,0","9.225,0","","0,01%"
"17/02/2006","9.230,0","9.226,0","9.262,0","9.226,0","","0,16%"
"16/02/2006","9.215,0","9.225,0","9.245,0","9.215,0","","-0,14%"
"15/02/2006","9.227,5","9.232,5","9.237,5","9.212,5","","-0,03%"
"14/02/2006","9.230,0","9.238,0","9.262,0","9.227,0","","-0,06%"
"13/02/2006","9.236,0","9.245,0","9.265,0","9.210,0","","0,03%"
"10/02/2006","9.233,0","9.243,0","9.260,0","9.185,0","","-0,02%"
"09/02/2006","9.235,0","9.270,0","9.300,0","9.225,0","","-0,40%"
"08/02/2006","9.272,5","9.202,5","9.279,5","9.182,5","","0,90%"
"07/02/2006","9.190,0","9.225,0","9.255,0","9.185,0","","-0,35%"
"06/02/2006","9.222,5","9.307,5","9.312,5","9.207,5","","-0,78%"
"03/02/2006","9.295,0","9.360,0","9.360,0","9.285,0","","-0,54%"
"02/02/2006","9.345,0","9.340,0","9.370,0","9.310,0","","0,16%"
"01/02/2006","9.330,0","9.390,0","9.390,0","9.285,0","","-0,43%"
"31/01/2006","9.370,0","9.370,0","9.370,0","9.369,0","","-0,18%"
"30/01/2006","9.386,5","9.402,5","9.407,5","9.372,5","","-0,02%"
"27/01/2006","9.388,5","9.372,5","9.432,5","9.365,5","","0,22%"
"26/01/2006","9.367,5","9.349,5","9.382,5","9.307,5","","0,26%"
"25/01/2006","9.343,0","9.510,0","9.510,0","9.360,0","","-1,53%"
"24/01/2006","9.488,0","9.447,0","9.510,0","9.435,0","","0,46%"
"23/01/2006","9.445,0","9.435,0","9.480,0","9.400,0","","0,11%"
"20/01/2006","9.435,0","9.400,0","9.450,0","9.375,0","","0,40%"
"19/01/2006","9.397,0","9.510,0","9.522,0","9.395,0","","-1,08%"
"18/01/2006","9.500,0","9.480,0","9.560,0","9.480,0","","0,32%"
"17/01/2006","9.470,0","9.515,0","9.555,0","9.455,0","","-0,05%"
"16/01/2006","9.475,0","9.365,0","9.485,0","9.335,0","","1,28%"
"13/01/2006","9.355,0","9.345,0","9.410,0","9.345,0","","0,11%"
"12/01/2006","9.345,0","9.445,0","9.445,0","9.340,0","","-1,27%"
"11/01/2006","9.465,0","9.460,0","9.515,0","9.460,0","","0,14%"
"10/01/2006","9.452,0","9.455,0","9.455,0","9.450,0","","-0,08%"
"09/01/2006","9.460,0","9.510,0","9.515,0","9.435,0","","-0,94%"
"06/01/2006","9.549,5","9.602,5","9.637,5","9.549,5","","-0,42%"
"05/01/2006","9.590,0","9.665,0","9.670,0","9.549,0","","-0,47%"
"04/01/2006","9.635,5","9.687,5","9.697,5","9.635,5","","-0,79%"
"03/01/2006","9.712,5","9.842,5","9.842,5","9.712,5","","-1,20%"
"02/01/2006","9.830,0","9.825,0","9.835,0","9.770,0","","0,00%"
"30/12/2005","9.830,0","9.850,0","9.851,0","9.830,0","","-0,05%"
"29/12/2005","9.835,0","9.840,0","9.865,0","9.830,0","","0,05%"
"28/12/2005","9.830,0","9.835,0","9.883,0","9.805,0","","0,05%"
"27/12/2005","9.825,0","9.820,0","9.858,0","9.815,0","","0,16%"
"26/12/2005","9.809,0","9.845,0","9.847,0","9.808,0","","-0,52%"
"23/12/2005","9.860,0","9.840,0","9.900,0","9.840,0","","0,20%"
"22/12/2005","9.840,0","9.825,0","9.845,0","9.800,0","","0,15%"
"21/12/2005","9.825,0","9.865,0","9.890,0","9.810,0","","-0,30%"
"20/12/2005","9.855,0","9.865,0","9.875,0","9.830,0","","-0,05%"
"19/12/2005","9.860,0","9.893,0","9.968,0","9.853,0","","-0,23%"
"16/12/2005","9.883,0","9.840,0","9.915,0","9.840,0","","0,48%"
"15/12/2005","9.836,0","9.780,0","9.860,0","9.760,0","","0,42%"
"14/12/2005","9.795,0","9.795,0","9.880,0","9.780,0","","0,26%"
"13/12/2005","9.770,0","9.765,0","9.805,0","9.715,0","","0,05%"
"12/12/2005","9.765,0","9.685,0","9.776,0","9.685,0","","0,83%"
"09/12/2005","9.685,0","9.785,0","9.796,0","9.635,0","","-1,05%"
"08/12/2005","9.787,5","9.842,5","9.859,5","9.777,5","","-0,48%"
